0455.988_0351.249V,0455.231_0350.973i,15.000864265233,13.8664936400888
0552.491_0637.323V,0551.708_0637.363i,15.0034280824373,13.9925005227811
0806.819_0520.502V,0806.007_0520.492i,15.0050588679245,13.9549494434896
0353.333_0630.498V,0352.589_0630.441i,15.0163340860215,13.9574296560651
0305.734_0974.510V,0305.213_0974.323i,15.0185425314183,13.8759272420956
0115.053_0229.072V,0114.399_0228.900i,15.0320193189964,13.3666147369822
0868.435_0885.105V,0867.608_0885.073i,15.0321473297491,13.8868618647059
0928.342_0219.250V,0927.522_0219.196i,15.0353686021505,14.1785853822485
1114.215_0818.564V,1112.387_0818.607i,15.0420129749104,14.0372352011834
1108.936_0045.270V,1108.194_0045.227i,15.0458783870968,13.921434896988
0518.814_0482.610V,0517.969_0482.571i,15.0483132913669,13.9921734328402
1061.307_0501.706V,1060.383_0501.726i,15.0486555376344,14.3133101613636
0652.960_0029.941V,0652.244_0029.882i,15.0489418817204,14.0458073568249
0878.318_0429.008V,0877.469_0428.985i,15.0539708781362,12.2381333714497
0445.068_0263.191V,0444.274_0263.074i,15.0546310771993,14.0296653019403
1088.153_1088.225V,1087.386_1088.173i,15.0613609494949,14.1987616646512
1083.989_0074.824V,1083.236_0074.799i,15.0665777598566,14.0932876628676
1094.392_0191.337V,1093.566_0191.299i,15.0876053225806,14.1280967120178
1140.348_0989.903V,1138.539_0989.898i,15.0877175655431,13.839433825
0163.120_0388.457V,0162.410_0388.321i,15.0984122043011,14.0732882119823
0445.277_0409.835V,0444.538_0409.804i,15.1074244891641,14.0628719535503
1049.311_0879.090V,1048.524_0879.112i,15.109725,13.6538990757576
0999.579_0332.392V,0998.780_0332.333i,15.1111895340502,13.9192424218855
0498.280_0167.633V,0497.635_0167.585i,15.1121405197133,14.1045398140533
0686.055_0415.049V,0685.138_0415.048i,15.1126506989247,14.1311043897929
0537.402_0383.900V,0536.728_0383.780i,15.1133145878136,14.0695331180473
1003.560_0027.648V,1001.809_0027.572i,15.1180509156194,14.1069652792537
0967.527_0050.948V,0965.728_0050.900i,15.1185906630824,14.1262419576923
0510.260_0323.772V,0509.254_0323.754i,15.1204359498208,14.2747430639053
0367.082_0333.580V,0366.329_0333.546i,15.1213744802867,14.1090861136095
0596.792_0394.678V,0596.000_0394.584i,15.1286672580645,14.0963150586053
1040.564_0564.286V,1039.721_0564.327i,15.1290933691756,14.3185898726331
0523.582_0353.737V,0522.455_0353.565i,15.1318346057348,14.0250130997041
0627.921_0744.635V,0627.167_0744.638i,15.1324220967742,14.0996271411243
0621.308_0656.682V,0620.493_0656.687i,15.1365548028674,14.1046049464497
0436.946_0335.380V,0436.220_0335.226i,15.1422790501792,14.1424889498521
0391.829_0302.368V,0391.107_0302.230i,15.1463967204301,14.1060037921598
0519.494_0554.862V,0518.741_0554.824i,15.1472799103943,14.6744218803254
0964.183_1017.610V,0963.407_1017.554i,15.1495135842294,14.4073048292181
0670.253_0455.622V,0669.409_0455.591i,15.1515024014337,14.1268865789941
0810.818_0466.353V,0810.034_0466.348i,15.15872,14.1301232077508
1063.251_0687.819V,1062.385_0687.824i,15.1615637096774,14.1856894178994
0269.328_0928.221V,0268.722_0928.124i,15.1634799637024,14.1666358397866
0527.074_0368.807V,0526.214_0368.859i,15.1652932616487,14.240294262574
0614.698_0273.642V,0613.920_0273.586i,15.1685972939068,14.1762823473373
0846.390_0302.586V,0845.569_0302.535i,15.1701984050179,14.2228460658284
0800.194_0374.590V,0799.362_0374.544i,15.1748448679245,14.1731320752525
0476.985_0353.476V,0476.074_0353.472i,15.1756971684588,14.1925322536982
0464.906_0430.732V,0464.144_0430.637i,15.1873898542805,14.1386571546687
0462.323_0357.728V,0461.598_0357.231i,15.189195,14.3016239470414
